description,injuryType,bodyPart,side
"washington nationals placed 3b anthony rendon on the 10-day injured list retroactive to april 27, 2019. left elbow contusion.",contusion,elbow,left
"washington nationals placed 3b anthony rendon on the 10-day injured list retroactive to april 27, 2019. left elbow contusion.",contusion,shin,left
"washington nationals placed 3b anthony rendon on the 10-day injured list retroactive to april 27, 2019. left elbow contusion.",injured,elbow,left
"washington nationals placed 3b anthony rendon on the 10-day injured list retroactive to april 27, 2019. left elbow contusion.",injured,shin,left
"washington nationals placed 3b anthony rendon on the 15-day disabled list retroactive to march 27, 2015. sprained left knee.",sprain,knee,left
"washington nationals placed 3b anthony rendon on the 15-day disabled list retroactive to march 27, 2015. sprained left knee.",sprain,shin,left
"washington nationals placed 3b chad tracy on the 15-day disabled list retroactive to may 27, 2012. right adductor strain.",strain, adductor,right
"washington nationals placed 3b chad tracy on the 15-day disabled list retroactive to may 27, 2012. right adductor strain.",strain,shin,right
"washington nationals placed 3b howie kendrick on the 10-day injured list retroactive to august 1, 2019. left hamstring strain.",injured,hamstring,left
"washington nationals placed 3b howie kendrick on the 10-day injured list retroactive to august 1, 2019. left hamstring strain.",injured,shin,left
"washington nationals placed 3b howie kendrick on the 10-day injured list retroactive to august 1, 2019. left hamstring strain.",strain,hamstring,left
"washington nationals placed 3b howie kendrick on the 10-day injured list retroactive to august 1, 2019. left hamstring strain.",strain,shin,left
"washington nationals placed 3b ryan zimmerman on the 15-day disabled list retroactive to april 10, 2011. left abdominal strain",strain, abdominal,left
"washington nationals placed 3b ryan zimmerman on the 15-day disabled list retroactive to april 10, 2011. left abdominal strain",strain,shin,left
"washington nationals placed 3b ryan zimmerman on the 15-day disabled list retroactive to april 18, 2013. left hamstring strain.",strain,hamstring,left
"washington nationals placed 3b ryan zimmerman on the 15-day disabled list retroactive to april 18, 2013. left hamstring strain.",strain,shin,left
washington nationals placed 3b ryan zimmerman on the 15-day disabled list. fractured right thumb.,fracture,shin,right
washington nationals placed 3b ryan zimmerman on the 15-day disabled list. fractured right thumb.,fracture,thumb,right
washington nationals placed 3b ryan zimmerman on the 15-day disabled list. right hamstring strain.,strain,hamstring,right
washington nationals placed 3b ryan zimmerman on the 15-day disabled list. right hamstring strain.,strain,shin,right
washington nationals placed 3b stephen drew on the 10-day disabled list. abdominal strain,strain, abdominal,NA
washington nationals placed 3b stephen drew on the 10-day disabled list. abdominal strain,strain,shin,NA
washington nationals placed 3b stephen drew on the 10-day disabled list. right hamstring strain.,strain,hamstring,right
washington nationals placed 3b stephen drew on the 10-day disabled list. right hamstring strain.,strain,shin,right
"washington nationals placed c chris coste on the 15-day disabled list retroactive to april 2, 2010. strained right elbow.",strain,elbow,right
"washington nationals placed c chris coste on the 15-day disabled list retroactive to april 2, 2010. strained right elbow.",strain,shin,right
washington nationals placed c ivan rodriguez on the 15-day disabled list. strained right oblique.,strain,oblique,right
washington nationals placed c ivan rodriguez on the 15-day disabled list. strained right oblique.,strain,shin,right
"washington nationals placed c jesus flores on the 15-day disabled list retroactive to may 10, 2009. right shoulder contusion.",contusion,shin,right
"washington nationals placed c jesus flores on the 15-day disabled list retroactive to may 10, 2009. right shoulder contusion.",contusion,shoulder,right
washington nationals placed c jesus flores on the 60-day disabled list. recovering from september 2009 right labrum surgery,surgery,labrum,right
washington nationals placed c jesus flores on the 60-day disabled list. recovering from september 2009 right labrum surgery,surgery,shin,right
washington nationals placed c jesus flores on the 60-day disabled list. torn right labrum.,torn,labrum,right
washington nationals placed c jesus flores on the 60-day disabled list. torn right labrum.,torn,shin,right
"washington nationals placed c jhonatan solano on the 10-day disabled list retroactive to april 7, 2018. bone spurs in right elbow.",bone spur,elbow,right
"washington nationals placed c jhonatan solano on the 10-day disabled list retroactive to april 7, 2018. bone spurs in right elbow.",bone spur,shin,right
"washington nationals placed c jose lobaton on the 15-day disabled list retroactive to july 20, 2016. left elbow tendinitis.",tendinitis,elbow,left
"washington nationals placed c jose lobaton on the 15-day disabled list retroactive to july 20, 2016. left elbow tendinitis.",tendinitis,shin,left
washington nationals placed c matt wieters on the 10-day disabled list. left hamstring strain.,strain,hamstring,left
washington nationals placed c matt wieters on the 10-day disabled list. left hamstring strain.,strain,shin,left
washington nationals placed c matt wieters on the 10-day disabled list. mild left oblique strain.,strain,oblique,left
washington nationals placed c matt wieters on the 10-day disabled list. mild left oblique strain.,strain,shin,left
"washington nationals placed c wilson ramos on the 15-day disabled list retroactive to april 1, 2014. fractured left hand",fracture,hand,left
"washington nationals placed c wilson ramos on the 15-day disabled list retroactive to april 1, 2014. fractured left hand",fracture,shin,left
washington nationals placed c wilson ramos on the 15-day disabled list. left hamstring strain,strain,hamstring,left
washington nationals placed c wilson ramos on the 15-day disabled list. left hamstring strain,strain,shin,left
washington nationals placed c wilson ramos on the 15-day disabled list. left hamstring strain.,strain,hamstring,left
washington nationals placed c wilson ramos on the 15-day disabled list. left hamstring strain.,strain,shin,left
washington nationals placed c wilson ramos on the 15-day disabled list. right hamstring strain.,strain,hamstring,right
washington nationals placed c wilson ramos on the 15-day disabled list. right hamstring strain.,strain,shin,right
washington nationals placed c wilson ramos on the 15-day disabled list. torn right knee ligament.,torn,knee,right
washington nationals placed c wilson ramos on the 15-day disabled list. torn right knee ligament.,torn,shin,right
washington nationals placed cf adam eaton on the 10-day disabled list. strained left knee.,strain,knee,left
washington nationals placed cf adam eaton on the 10-day disabled list. strained left knee.,strain,shin,left
"washington nationals placed cf brian goodwin on the 10-day disabled list retroactive to august 14, 2017. left groin strain.",strain,groin,left
"washington nationals placed cf brian goodwin on the 10-day disabled list retroactive to august 14, 2017. left groin strain.",strain,shin,left
"washington nationals placed cf denard span on the 15-day disabled list retroactive to august 27, 2015. left hip inflammation",inflammation,hip,left
"washington nationals placed cf denard span on the 15-day disabled list retroactive to august 27, 2015. left hip inflammation",inflammation,shin,left
"washington nationals placed cf denard span on the 15-day disabled list retroactive to july 7, 2015. back tightness",tight,shin,NA
"washington nationals placed cf denard span on the 15-day disabled list retroactive to march 27, 2015. right core muscle surgery.",surgery,core,right
"washington nationals placed cf denard span on the 15-day disabled list retroactive to march 27, 2015. right core muscle surgery.",surgery,shin,right
washington nationals placed cf denard span on the 7-day disabled list. concussion.,concussion,concussion,NA
washington nationals placed cf denard span on the 7-day disabled list. concussion.,concussion,shin,NA
"washington nationals placed cf elijah dukes on the 15-day disabled list retroactive to may 18, 2009. left hamstring strain.",strain,hamstring,left
"washington nationals placed cf elijah dukes on the 15-day disabled list retroactive to may 18, 2009. left hamstring strain.",strain,shin,left
washington nationals placed cf eury perez on the 60-day disabled list. left toe fracture,fracture,shin,left
washington nationals placed cf michael a. taylor on the 10-day disabled list. right oblique strain.,strain,oblique,right
washington nationals placed cf michael a. taylor on the 10-day disabled list. right oblique strain.,strain,shin,right
"washington nationals placed cf michael a. taylor on the 10-day injured list retroactive to march 25, 2019. left knee and hip sprain.",injured,hip,left
"washington nationals placed cf michael a. taylor on the 10-day injured list retroactive to march 25, 2019. left knee and hip sprain.",injured,knee,left
"washington nationals placed cf michael a. taylor on the 10-day injured list retroactive to march 25, 2019. left knee and hip sprain.",injured,shin,left
"washington nationals placed cf michael a. taylor on the 10-day injured list retroactive to march 25, 2019. left knee and hip sprain.",sprain,hip,left
"washington nationals placed cf michael a. taylor on the 10-day injured list retroactive to march 25, 2019. left knee and hip sprain.",sprain,knee,left
"washington nationals placed cf michael a. taylor on the 10-day injured list retroactive to march 25, 2019. left knee and hip sprain.",sprain,shin,left
"washington nationals placed cf nyjer morgan on the 15-day disabled list retroactive to august 4, 2010. sore right hip.",sore,hip,right
"washington nationals placed cf nyjer morgan on the 15-day disabled list retroactive to august 4, 2010. sore right hip.",sore,shin,right
washington nationals placed cf nyjer morgan on the 15-day disabled list. fractured left hand.,fracture,hand,left
washington nationals placed cf nyjer morgan on the 15-day disabled list. fractured left hand.,fracture,shin,left
"washington nationals placed cf rick ankiel on the 15-day disabled list retroactive to june 15, 2011. left intercostal strain.",strain,intercostal,left
"washington nationals placed cf rick ankiel on the 15-day disabled list retroactive to june 15, 2011. left intercostal strain.",strain,shin,left
